Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
US-Ro1,Rosemount- G21,USA,-93.0898,44.7143,260,CRO,20040101,20161231,4749,13.0020533880903
