time,doy,TA_F,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,USTAR,SW_OUT,LW_OUT,CO2_F_MDS,TS_F_MDS_1,SWC_F_MDS_1,SWC_F_MDS_2,G_F_MDS,LE_F_MDS,H_F_MDS,TA_max,TA_min,NETRAD_DV,EF_DV,ALB_DV,LCL_DV,QA_DV,ME_DV
2013-02-03,34,-0.522,26.431,308.555,0.219,94.151,1.655,3.819,-9999,2.9268864,311.322,398.197,0.264,20.358,24.714,-1.27216,35.0813,-44.1239,0.6955,-1.3055,20.737114,0,0.90030323,64.913675,0.0037512808,283369.34
2013-02-04,35,3.306,22.242,319.438,0.249,93.67,5.725,4.22,-9999,1.183684,327.37979,393.433,0.41,21.627,25.574,-0.629063,50.003,-44.4631,5.5945,1.006,13.116524,1.2,0.94947067,57.726046,0.004992172,290318.71
2013-02-05,36,-0.351,48.399,288.838,0.306,92.737,2.405,4.53,-9999,5.4439026,311.62862,396.82,0.925,21.583,25.68,-0.965431,66.0125,-48.3686,2.322,-2.59,20.164472,1.2,0.89889285,90.2905,0.003799675,283662.18
2013-02-06,37,-1.698,24.037,299.02,0.177,92.362,0.755,3.031,-9999,3.5515175,305.60752,402.125,0.834,20.546,24.866,-1.32669,26.9665,-40.9956,-0.857,-2.752,13.897962,0,0.87126827,56.516938,0.0035240624,281619.42
2013-02-07,38,-1.569,35.12,303.187,0.151,93.517,1.305,3.005,-9999,5.6944584,306.76319,403.899,0.837,19.992,24.35,-1.20922,36.9402,-44.4539,-0.8715,-2.205,25.849354,0,0.86047938,47.70024,0.0035321905,281769.38
2013-02-08,39,-2.875,41.209,291.361,0.217,93.8,0.435,2.12,-9999,7.8232246,300.41487,401.552,0.871,19.686,24.014,-1.14996,32.9476,-31.2841,-2.1415,-3.8665,24.3319,1.2,0.84044728,75.237497,0.0031436694,279485.55
2013-02-09,40,-4.152,77.002,267.765,0.367,94.198,0.905,1.132,-9999,13.169146,293.8309,397.85,0.888,19.454,23.749,-1.15133,31.4806,-16.8376,-1.727,-6.365,37.766958,1.2,0.85395388,140.97314,0.0027325656,277174.4
2013-02-10,41,-5.642,121.579,224.444,0.474,93.409,0.015,3.052,-9999,20.248867,286.66631,390.737,0.881,19.261,23.547,-1.20581,34.0048,-9.98399,-4.1135,-7.038,39.107821,1.2,0.85722928,204.82989,0.0023642028,274756.05
2013-02-11,42,-5.469,57.682,279.382,0.448,92.581,0,3.395,-9999,9.0587262,288.90075,393.792,0.828,19.094,23.377,-1.29494,27.9505,-35.5057,-3.6545,-7.4735,39.104524,0,0.86426989,190.6001,0.0024387384,275116.25
2013-02-12,43,-5.742,32.4,274.284,0.491,93.585,0,2.095,-9999,4.4604605,287.14873,393.183,0.803,18.948,23.242,-1.30554,17.5316,-43.07,-5.1735,-6.2825,15.07481,0,0.87899065,214.16287,0.0023281139,274565.32
2013-02-13,44,-5.47,103.699,244.666,0.911,94.63,0.14,1.123,-9999,13.7811,287.31104,387.7,0.771,18.824,23.115,-1.33298,39.0789,-18.4762,-3.232,-7.128,47.272858,1.2,0.88269417,411.06428,0.0020804975,274219.64
2013-02-14,45,-4.89,45.088,267.374,0.703,94.178,0.175,2.825,-9999,6.4055691,289.70623,393.337,0.737,18.687,23,-1.36521,33.1331,-43.0646,-3.3185,-6.7675,16.350202,0,0.87560448,295.72389,0.0023493737,275474.73
2013-02-15,46,0.157,48.827,314.607,0.156,94.27,2.24,1.421,-9999,5.0401431,312.30717,396.026,0.733,18.6,22.869,-1.31182,101.972,-69.8916,2.087,-3.0925,46.08669,1.2,0.90643382,44.018863,0.0039856182,284637.58
2013-02-16,47,1.576,47.943,321.272,0.186,94.798,2.615,1.148,-9999,3.1385601,319.30246,395.696,0.756,18.762,22.835,-1.23541,159.117,-90.7816,2.9135,1.1105,46.773982,1.2,0.93855787,47.978037,0.0043824648,287055.79
2013-02-17,48,0.708,89.983,307.373,0.417,94.738,0.72,1.253,-9999,6.1525549,316.2751,392.944,0.791,19.76,23.335,-1.16835,118.603,-60.6272,2.4285,-1.301,74.928341,1.2,0.93600125,115.67008,0.0039594692,285125.96
2013-02-18,49,-0.052,148.858,261.98,1.154,94.503,0.175,1.134,-9999,10.618062,312.60421,393.087,0.843,19.863,23.5,-1.10064,54.6314,10.5394,3.8955,-2.3185,87.61573,0.83828033,0.93341909,357.55786,0.0032545269,282599.81
2013-02-19,50,-0.908,31.765,294.479,0.423,94.22,0.315,1.706,-9999,2.3230453,308.50619,394.29,0.833,19.601,23.453,-1.17229,13.216,-39.4619,-0.035,-1.859,15.414767,0,0.93185161,130.76885,0.0035048604,282365.36
2013-02-20,51,-3.421,71.059,277.186,0.547,94.551,0.07,2.64,-9999,5.8525646,298.44398,394.525,0.805,19.363,23.345,-1.27028,34.942,-40.1092,-0.2685,-4.9775,43.948456,0,0.92390527,203.40928,0.0027705878,278004.11
2013-02-21,52,-5.344,82.06,268.537,0.523,94.427,0.03,3.227,-9999,6.0678922,290.13173,391.457,0.696,19.105,23.201,-1.43867,35.6503,-30.5388,-3.961,-6.7055,54.397379,1.2,0.93114675,222.51758,0.0023670932,275062.76
2013-02-22,53,-6.963,75.802,265.364,0.421,93.906,0,3.636,-9999,6.8493037,282.82725,392.333,0.604,18.847,23.051,-1.48587,28.3667,-19.5639,-6.0055,-7.8625,51.489446,1.2,0.91713012,198.84343,0.0021303631,272843.84
2013-02-23,54,-6.989,38.253,279.865,0.237,93.7,0.19,3.653,-9999,4.2234147,282.47702,395.149,0.514,18.617,22.883,-1.52183,14.7052,-33.6667,-5.6925,-7.9745,31.417564,0,0.90057036,109.44523,0.002252691,273123.53
2013-02-24,55,-3.547,22.453,297.537,0.181,93.836,0.95,2.946,-9999,2.4535363,296.06119,402.21,0.478,18.454,22.752,-1.47951,28.3929,-35.046,-2.546,-5.4935,21.475276,0,0.90149027,65.448195,0.0030055912,278464.99
2013-02-25,56,-1.671,39.571,307.343,0.163,94.367,1.845,2.167,-9999,4.9048287,305.24944,389.995,0.487,18.363,22.646,-1.41508,16.2099,-11.9698,-0.647,-2.544,36.759734,1.2,0.88971923,51.892206,0.0034654033,281499.9
2013-02-26,57,-0.699,54.268,311.703,0.15,95.217,0.515,2.543,-9999,6.6280779,309.9415,385.402,0.504,18.3,22.599,-1.36541,22.4842,3.13664,0.284,-2.265,49.401422,0.87757466,0.89115756,44.740816,0.0037049417,283075.61
2013-02-27,58,-1.568,42.729,306.805,0.121,95.332,0.445,2.242,-9999,5.4159334,306.45167,389.169,0.526,18.3,22.522,-1.31846,18.6903,-13.6952,-0.1095,-2.341,37.6664,1.2,0.88750772,38.125654,0.0034847195,281651.71
2013-02-28,59,-1.459,55.901,306.037,0.134,95.041,0.33,1.415,-9999,5.7807175,308.07621,391.273,0.549,18.3,22.5,-1.27758,21.9301,-13.3057,-0.1465,-3.011,48.081074,1.2,0.90628151,41.964255,0.0035156744,281838.64
2013-03-01,60,-1.67,38.604,305.499,0.134,94.876,0.22,1.878,-9999,4.2382927,306.34992,391.426,0.571,18.3,22.5,-1.25633,24.1694,-18.4193,-0.487,-2.868,33.514791,1.2,0.90107222,42.553327,0.003466127,281502.72
2013-03-02,61,-2.791,65.374,292.457,0.226,94.832,0.12,1.167,-9999,6.4137015,301.51367,389.856,0.593,18.3,22.5,-1.24001,35.9791,-19.2563,-1.3995,-3.79,49.903632,1.2,0.91065738,77.979969,0.003123863,279520.45
2013-03-03,62,-1.728,66.353,300.649,0.223,94.704,0.22,1.244,-9999,7.5770317,305.83625,382.389,0.612,18.3,22.5,-1.22903,18.7669,5.58346,0.1825,-3.679,53.588718,0.77070318,0.89751077,71.626461,0.0033985409,281275.46
2013-03-04,63,1.811,190.223,237.452,2.154,94.249,1.165,2.185,-9999,15.84521,319.24187,385.947,0.629,18.316,22.462,-1.21339,47.5681,44.8508,7.2335,-2.463,92.587915,0.514701,0.92310697,633.63061,0.0031802751,284286.49
2013-03-05,64,8.378,177.393,269.209,7.12,93.65,0.805,1.659,-9999,12.819081,350.02046,377.11,0.629,18.931,22.627,-1.20437,69.5573,24.0666,13.1675,2.5345,83.762461,0.74294384,0.93260638,1809.9174,0.0025817797,289390.09
2013-03-06,65,10.665,176.387,292.093,9.35,93.052,0,1.441,-9999,12.185329,360.96756,375.102,0.592,22.108,25.499,-1.13778,80.8022,6.5305,13.6315,8.666,95.327109,0.92522274,0.93538114,2273.8272,0.002328767,291055.99
2013-03-07,66,8.016,95.574,333.99,3.45,92.723,2.32,1.3,-9999,5.9527835,351.29515,375.589,0.941,23.553,27.375,-0.491336,38.2867,-5.50132,10.1085,6.442,72.316071,1.167798,0.94136736,696.8056,0.0049007249,294823.64
2013-03-08,67,8.829,118.225,338.26,1.818,92.615,0.395,1.802,-9999,8.0463447,354.63892,376.49,1.274,24.25,28.359,1.8599,58.2712,-13.002,12.2825,6.5315,93.799739,1.2,0.93627735,319.8616,0.006421372,299442.32
2013-03-09,68,6.202,35.473,337.065,0.506,92.68,4.905,3.163,-9999,1.7571392,342.05271,378.477,3.516,22.471,26.472,2.80798,23.5978,-23.304,7.423,4.8395,28.728152,1.2,0.95280331,99.051084,0.0060444945,295860
2013-03-10,69,-0.094,30.346,312.669,0.206,92.635,0.625,2.432,-9999,2.683016,313.67435,380.852,2.699,21.586,25.673,-1.08785,7.01168,-6.47355,4.2475,-3.6555,26.65763,1.2,0.91876791,59.307878,0.0039471344,284289.12
2013-03-11,70,-5.422,24.15,290.07,0.173,92.842,0.03,3.026,-9999,3.1001308,289.51812,380.785,1.131,20.504,24.746,-2.55931,18.7605,-18.314,-3.8065,-6.3665,21.601744,1.2,0.88623428,71.049853,0.0026264606,275632.79
2013-03-12,71,-6.8,51.626,284.147,0.215,92.618,0.245,4.03,-9999,6.8602489,283.25092,379.233,0.747,19.939,24.272,-2.26852,24.5954,-12.6487,-5.8935,-7.6575,45.661834,1.2,0.88270322,97.692501,0.0023295901,273505.73
2013-03-13,72,-5.927,161.011,263.797,0.425,93.016,1.44,1.55,-9999,15.753937,286.45754,377.534,0.628,19.585,23.921,-1.91721,55.3819,50.0442,-2.703,-8.786,122.59652,0.52531489,0.91087635,186.33191,0.0023492043,274432.13
2013-03-14,73,-4.656,102.075,265.24,0.397,93.557,0.99,1.965,-9999,12.547115,291.73577,376.387,0.576,19.344,23.676,-1.73176,40.7013,2.43146,-2.5765,-7.8025,63.032114,0.94362846,0.89053495,158.49086,0.0026196216,276385.52
2013-03-15,74,-4.239,144.658,252.025,0.934,93.901,0.005,2.075,-9999,16.445829,292.38379,377.887,0.532,19.156,23.474,-1.65108,52.9398,33.2332,-0.9425,-8.4595,87.853379,0.61434324,0.89791783,384.88556,0.0023450062,276118.07
2013-03-16,75,0.108,120.92,273.416,2.765,93.431,0.065,3.9,-9999,10.830448,312.19146,380.122,0.515,19.003,23.327,-1.55072,35.7904,15.5079,2.6435,-3.0665,71.314093,0.69769174,0.91779574,993.62912,0.0022633139,280282.57
2013-03-17,76,0.819,49.384,311.324,0.394,92.414,1.515,3.797,-9999,3.3730952,317.51498,381.125,0.516,18.947,23.209,-1.47463,12.8474,16.9634,1.8815,0.1495,39.819926,0.43096462,0.93606367,108.31136,0.0041098155,285613.38
2013-03-18,77,1.598,199.101,260.253,1.682,92.043,0.005,1.996,-9999,14.204121,320.59656,380.133,0.518,19.074,23.2,-1.40964,42.1615,69.0517,4.384,-1.394,124.55332,0.37910518,0.93340938,483.30878,0.003505446,284885.36
2013-03-19,78,0.82,106.109,295.027,0.538,92.434,0.985,2.163,-9999,8.2102227,317.35443,381.432,0.527,19.399,23.326,-1.32631,22.5751,18.9311,2.5675,-0.0585,75.571345,0.54389706,0.92818161,149.44255,0.0040118619,285369.5
2013-03-20,79,0.006,52.657,316.13,0.154,92.891,3.97,1.929,-9999,-9999,-9999,381.842,0.546,19.765,23.483,-1.25596,10.1002,1.23471,1.2855,-2.1215,-9999,0.89107015,-9999,43.877596,0.0040009756,284524.22
2013-03-21,80,-2.843,46.08,307.373,0.325,94.157,0.24,1.477,-9999,-9999,-9999,377.287,0.566,20.064,23.736,-1.20598,26.7571,-20.4041,-1.8825,-4.489,-9999,1.2,-9999,113.58382,0.003067925,279328.35
2013-03-22,81,-1.894,160.865,283.03,0.874,93.917,0.09,3.287,-9999,-9999,-9999,378.285,0.576,19.772,23.668,-1.25865,54.5224,21.921,1.979,-5.611,-9999,0.71323881,-9999,301.23124,0.0029507324,279989.11
2013-03-23,82,-2.666,47.566,300.128,1.017,93.644,0.005,4.605,-9999,-9999,-9999,379.904,0.566,19.487,23.537,-1.27666,21.916,-9.97898,-1.374,-3.969,-9999,1.2,-9999,376.18703,0.0026672489,278504.54
2013-03-24,83,-4.363,61.604,300.129,1.297,93.584,0.005,4.561,-9999,-9999,-9999,378.913,0.503,19.169,23.365,-1.40216,25.3876,-7.96353,-1.9905,-6.645,-9999,1.2,-9999,564.99536,0.0020834007,275339.44
2013-03-25,84,-3.951,193.06,278.362,1.625,93.565,0.545,3.86,-9999,-9999,-9999,378.99,0.448,18.894,23.201,-1.42542,54.7579,55.6275,-0.745,-6.2165,-9999,0.49606107,-9999,715.65425,0.0019579763,275439.94
2013-03-26,85,-3.891,203.772,233.302,1.899,93.498,0.01,3.242,-9999,-9999,-9999,378.359,0.407,18.672,23.054,-1.45377,56.8037,59.932,0.399,-7.8705,-9999,0.48660093,-9999,865.53815,0.0017904119,275081.32
2013-03-27,86,-2.738,215.656,241.004,2.057,93.398,0,2.444,-9999,-9999,-9999,378.582,0.356,18.462,22.933,-1.5145,54.8904,72.633,0.9505,-7.4675,-9999,0.43043394,-9999,866.9884,0.001961841,276668.66
2013-03-28,87,-1.761,116.33,268.458,1.721,93.281,0,1.115,-9999,-9999,-9999,378.059,0.342,18.292,22.811,-1.43469,35.2834,14.1781,0.2395,-3.617,-9999,0.71335079,-9999,641.4813,0.0024392989,278844.19
2013-03-29,88,-3.626,61.327,291.785,0.549,93.24,0.46,1.221,-9999,-9999,-9999,377.827,0.316,18.16,22.689,-1.48197,41.1403,-33.3289,-2.051,-6.258,-9999,1.2,-9999,207.17555,0.0027599299,277771.44
2013-03-30,89,-3.548,87.486,283.697,0.547,93.192,0.095,1.857,-9999,-9999,-9999,378.866,0.276,18.026,22.585,-1.57936,37.9808,0.520711,-1.119,-6.2015,-9999,0.98647557,-9999,205.24201,0.0027810182,277902.56
2013-03-31,90,-2.814,104.654,293.226,0.451,93.59,1.01,1.794,-9999,-9999,-9999,378.688,0.254,17.887,22.488,-1.54533,33.1404,13.4819,-0.868,-4.339,-9999,0.71082722,-9999,159.21137,0.0030096321,279211.76
2013-04-01,91,-2.421,202.474,243.813,1.443,93.446,0.1,2.602,-9999,-9999,-9999,379.355,0.243,17.782,22.4,-1.48361,55.8164,54.902,1.763,-6.2775,-9999,0.50412939,-9999,549.02304,0.0024499574,278207.54
2013-04-02,92,-1.411,252.157,234.225,2.113,93.505,0.09,3.074,-9999,-9999,-9999,378.434,0.229,17.688,22.303,-1.50212,65.9036,76.2469,2.8595,-5.626,-9999,0.46361849,-9999,801.00185,0.0022653863,278761.16
2013-04-03,93,-2.396,84.884,274.907,1.062,93.784,0,3.121,-9999,-9999,-9999,379.165,0.206,17.585,22.227,-1.50719,24.4991,4.9499,-0.4705,-4.8965,-9999,0.83191619,-9999,386.89565,0.0027009013,278860.02
2013-04-04,94,-0.709,167.246,273.192,1.536,93.471,0,2.928,-9999,-9999,-9999,378.774,0.184,17.5,22.162,-1.53762,41.6359,35.3954,3.441,-4.776,-9999,0.54050626,-9999,517.39746,0.0028454519,280916.83
2013-04-05,95,-1.922,40.375,295.14,0.535,93.472,0,2.769,-9999,-9999,-9999,380.43,0.189,17.401,22.1,-1.33363,19.7617,-18.0682,-1.054,-2.9705,-9999,1.2,-9999,178.97281,0.0031839045,280543.9
2013-04-06,96,-1.001,34.925,305.626,0.253,94.299,0.21,1.899,-9999,-9999,-9999,382.683,0.18,17.363,22.013,-1.34484,3.78479,6.27799,-0.147,-2.007,-9999,0.37611773,-9999,77.61546,0.0035888441,282481.86
2013-04-07,97,2.197,259.636,257.814,3.239,94.444,0.055,1.448,-9999,-9999,-9999,379.559,0.171,17.3,22,-1.38606,60.4653,79.7568,6.421,-2.0205,-9999,0.43121091,-9999,1021.2953,0.0025852017,283186.74
2013-04-08,98,1.597,145.107,291.16,1.874,93.207,0.635,1.798,-9999,-9999,-9999,380.67,0.194,17.3,21.963,-1.18578,33.736,37.9149,5.0045,-1.385,-9999,0.47083847,-9999,547.11535,0.0033325903,284452.21
2013-04-09,99,2.418,86.729,318.35,0.378,92.706,2.29,2.063,-9999,-9999,-9999,379.978,0.201,17.468,22.012,-1.13232,13.6569,9.50602,4.568,0.042,-9999,0.58960183,-9999,93.503081,0.0046383091,288541.61
2013-04-10,100,4.308,73.218,331.985,0.4,93.131,5.545,2.758,-9999,-9999,-9999,378.809,0.192,20.086,23.524,-1.07112,22.1576,-0.578596,5.1635,3.387,-9999,1.0268129,-9999,87.762756,0.005299791,292094.77
2013-04-11,101,7.555,141.069,336.758,1.509,92.743,2.895,3.743,-9999,-9999,-9999,375.94,0.195,23.902,28.566,-1.02707,45.0389,22.7409,9.35,4.55,-9999,0.66448853,-9999,284.39443,0.0059859658,297073.44
2013-04-12,102,5.746,128.728,325.406,0.875,92.99,5.07,3.905,-9999,-9999,-9999,377.03,0.3,22.687,27.108,1.58864,38.6561,17.1248,8.6185,3.251,-9999,0.69299886,-9999,179.63411,0.0055775449,294234.34
2013-04-13,103,6.879,214.361,318.627,2.478,94.278,0.275,3.554,-9999,-9999,-9999,377.108,2.216,21.547,25.946,3.81625,59.908,57.3545,10.2575,4.246,-9999,0.51088797,-9999,514.15402,0.0049322872,293759.86
2013-04-14,104,12.914,228.965,336.957,5.226,94.798,0.035,2.723,-9999,-9999,-9999,373.791,5.141,20.444,24.838,6.8851,87.3446,38.5712,18.7985,6.9985,-9999,0.69367466,-9999,805.46569,0.0063604046,303395.33
2013-04-15,105,13.525,141.456,332.989,4.734,94.707,0.82,1.509,-9999,-9999,-9999,371.907,6.878,19.475,23.852,6.51384,52,5.23332,17.9275,11.064,-9999,0.90856166,-9999,685.17175,0.007093347,305841.74
2013-04-16,106,11.875,188.602,339.157,4.557,94.71,0.055,2.217,-9999,-9999,-9999,373.581,7.169,18.838,23.193,5.07765,76.81,22.7585,15.3935,9.136,-9999,0.77142871,-9999,735.3154,0.0061591288,301847.95
2013-04-17,107,14.194,205.341,340.835,5.94,94.875,0.015,2.127,-9999,-9999,-9999,372.426,6.444,18.993,23.316,6.27031,73.8105,27.1033,19.5165,9.6,-9999,0.73142127,-9999,859.29284,0.0067382356,305626.31
2013-04-18,108,11.335,254.885,300.159,5.743,94.475,0.01,3.256,-9999,-9999,-9999,374.187,6.926,17.807,22.056,3.73291,94.3075,54.7131,16.05,5.8345,-9999,0.63284875,-9999,1020.6964,0.0050651674,298570.34
2013-04-19,109,5.635,210.181,296.304,2.641,94.939,0.025,2.332,0.59145524,13.88614,342.88006,377.485,6.029,16.969,21.212,0.0304512,56.0255,83.9747,8.8475,2.4055,149.7188,0.40018157,0.93802688,604.94198,0.0042524347,290810.01
2013-04-20,110,4.357,240.567,297.426,2.462,95.269,0.055,2.715,0.65244259,14.589821,335.00738,379.341,5.26,16.708,20.991,-0.386819,23.8395,56.1691,7.846,0.555,188.3958,0.29796172,0.94282018,612.19248,0.0038455876,288508.5
2013-04-21,111,5.589,82.558,324.006,2.804,94.551,0.02,1.215,0.23453334,4.56945,341.61025,379.166,5.009,16.429,20.719,0.0893192,26.8928,6.64161,8.4765,2.503,60.3843,0.80194642,0.94755442,651.30801,0.004142961,290490.1
2013-04-22,112,8.168,303.695,286.144,5.353,94.346,0.005,1.567,0.37168402,18.994214,352.77717,377.441,5.676,16.044,20.255,1.56667,90.3888,81.3001,12.9375,3.186,218.06762,0.52646851,0.94113775,1204.0112,0.003628997,291797.08
2013-04-23,113,7.777,145.155,319.071,2.594,94.748,0.035,2.514,0.58350145,9.0159535,353.15383,373.401,5.875,15.568,19.683,1.62748,43.0024,42.8995,10.95,4.7025,102.05621,0.50059894,0.94151977,508.6711,0.0052466363,295448.23
2013-04-24,114,12.555,318.736,299.035,5.907,95.195,0.005,2.323,0.44892238,20.009185,375.47413,371.771,6.999,15.147,19.187,3.7543,92.1032,82.7482,19.3915,6.14,222.28769,0.52675129,0.94093146,963.39799,0.0056578119,301278.05
2013-04-25,115,15.76,284.044,329.303,8.329,94.985,0.005,2.219,0.43895315,16.90474,391.69785,371.439,8.616,14.444,18.243,5.40885,93.3113,49.0781,21.0715,10.475,204.74441,0.65532476,0.94382851,1178.755,0.0062865304,306070.88
2013-04-26,116,9.89,56.244,334.668,2.86,93.806,6.385,2.899,-9999,4.0260699,362.30088,374.409,8.293,13.947,17.785,2.0072,28.3538,-11.6192,14.2165,2.595,24.585055,1.2,0.93319952,491.40108,0.0062041886,299965.67
2013-04-27,117,2.83,117.782,312.379,1.04,93.622,1.295,2.445,0.55545527,6.5823076,326.75602,380.959,5.314,14.236,18.039,-2.465,43.7408,-0.0980172,4.323,1.5655,96.822672,1.0022459,0.94707237,261.37283,0.0042948478,288097.02
2013-04-28,118,3.2,113.578,308.472,1.19,94.133,0,1.918,0.40841649,6.4508264,330.7155,377.285,4.797,14.692,18.199,-1.41275,19.5202,24.0424,5.7755,0.5135,84.883674,0.44809538,0.94625602,294.56439,0.0043038507,288491.38
2013-04-29,119,5.918,233.729,294.897,3.062,94.362,0.01,2.308,0.63005483,15.793373,343.12475,374.619,5.218,14.72,18.164,0.257791,86.4506,74.8573,9.8415,1.5275,169.70788,0.53593531,0.93670558,705.84701,0.0041190833,290761.05
2013-04-30,120,6.108,139.742,303.297,3.428,94.765,0,2.184,0.50543967,9.036362,342.45744,379.423,5.232,14.551,17.992,-0.129549,31.8719,15.7682,9.094,2.8855,91.545201,0.66901413,0.93926293,798.1302,0.0039411567,290507.18
2013-05-01,121,8.246,212.07,330.878,2.581,94.707,0.87,2.384,0.53857678,12.023941,356.95612,375.165,6.196,14.372,17.801,2.23081,29.7801,56.4786,11.5675,4.725,173.96793,0.3452417,0.94634419,489.63223,0.0054837996,296512.48
2013-05-02,122,11.4,187.648,336.567,3.53,94.53,0.07,1.63,0.344295,10.307771,371.21921,375.529,7.536,14.126,17.551,3.63201,42.973,24.7838,14.862,8.383,142.68802,0.63422417,0.94792892,563.46472,0.0065670062,302390.27
2013-05-03,123,10.452,228.406,317.624,3.515,94.368,0,1.668,0.33511517,13.799878,366.88133,380.811,8.109,13.735,17.133,3.14543,35.367,50.2059,14.87,7.266,165.34879,0.41329673,0.94302418,598.5475,0.0060419116,300124.79
2013-05-04,124,10.91,337.66,287.56,5.622,94.515,0,2.19,0.53725664,20.949899,368.54985,374.928,7.83,13.24,16.563,2.20944,99.299,90.2651,16.8525,5.7665,235.72025,0.52382809,0.94158025,1026.5198,0.0048961531,297720.68
2013-05-05,125,10.909,339.201,293.668,5.247,94.908,0.01,1.601,0.33663289,21.244923,369.86896,369.837,7.795,12.756,15.985,2.10119,70.1506,111.103,17.386,5.045,241.75512,0.38703011,0.94105933,939.50079,0.0051225072,298285.56
2013-05-06,126,15.131,293.434,314.213,9.168,94.625,0,1.779,0.39941712,18.531213,388.47456,374.141,8.723,12.26,15.408,3.53098,53.6793,60.7204,19.5,9.7085,200.64122,0.46922588,0.94059846,1416.7932,0.0052866035,302938.91
2013-05-07,127,12.527,139.942,342.808,3.286,94.218,2.41,1.682,0.27347696,9.1079183,376.98327,374.568,9.295,11.947,15.063,3.25748,27.6378,19.3664,15.215,9.5565,96.658811,0.58798575,0.9388935,481.65586,0.0074430979,305713.13
2013-05-08,128,12.061,185.405,350.218,2.279,93.934,1.385,3.254,0.63784385,11.618919,374.77667,373.305,9.477,11.863,14.978,3.3817,66.2857,29.0003,16.555,8.774,149.22741,0.69564994,0.94102788,331.76048,0.0078460654,306252.22
2013-05-09,129,10.636,239.189,335.738,2.642,94.034,1.59,2.827,0.69474136,13.889064,368.13167,373.248,9.559,11.761,14.845,2.65738,108.416,33.7676,13.456,6.9965,192.90627,0.76250707,0.94511945,427.77586,0.0067494788,302078.63
2013-05-10,130,7.61,165.125,320.023,1.776,94.181,0.1,2.784,0.66782233,10.667938,353.11729,377.305,8.218,11.609,14.715,0.141313,61.9422,57.3618,10.005,4.673,121.36277,0.51919634,0.93931532,337.87487,0.0057426767,296520.49
2013-05-11,131,7.696,179.917,325.321,1.656,94.134,3.68,2.751,0.61678378,10.942491,352.7301,373.838,8.005,11.508,14.611,0.515896,100.425,14.2676,10.0175,5.708,141.56541,0.87560139,0.9426673,311.43294,0.0058662829,296915.94
2013-05-12,132,5.022,193.286,322.468,1,94.146,4.645,2.733,-9999,11.714882,338.44756,374.368,6.918,11.513,14.651,-1.01237,83.528,13.9668,7.152,2.8445,165.59156,0.85674313,0.94285448,216.64272,0.0051261446,292378.22
2013-05-13,133,7.419,112.759,339.341,0.782,94.075,2.755,3.547,-9999,5.8281876,349.39673,374.169,7.087,11.636,14.772,0.455729,68.0287,-22.5393,9.2015,4.5735,96.875083,1.2,0.95085314,143.67954,0.0063210946,297774.58
2013-05-14,134,7.188,109.291,323.99,2.092,93.572,0.195,2.376,0.47863994,6.4285104,348.75635,373.179,7.257,11.763,14.874,0.279666,81.0037,-22.9179,9.245,5.0545,78.096135,1.2,0.94444748,416.06825,0.0053700337,295164.77
2013-05-15,135,9.126,130.908,333.25,1.899,92.903,0.965,2.733,0.45281284,7.8580209,359.48419,371.726,7.788,11.8,14.87,1.69953,64.7505,5.21338,10.729,7.057,96.815792,0.92548469,0.94337215,328.88876,0.0065017068,299941.65
2013-05-16,136,8.77,75.276,350.032,1.164,92.655,2.18,1.11,-9999,4.1863173,356.60302,374.788,8.07,11.824,14.917,1.46449,42.8565,4.31239,11.631,6.9185,64.518662,0.90857555,0.94731695,199.77118,0.0068306173,300406.14
2013-05-17,137,6.334,39.253,343.01,0.297,92.944,4.545,1.873,-9999,2.2983158,343.69754,375.267,7.42,12.261,15.099,-0.439694,42.0479,6.21924,7.0905,5.4835,36.267143,0.87114961,0.94468729,57.085977,0.0062266251,296447.98
2013-05-18,138,8.114,178.839,328.272,1.319,93.508,0.06,1.692,-9999,9.451779,354.36152,370.481,7.374,13.557,15.535,0.909764,73.4539,10.4172,12.279,5.616,143.2977,0.87579512,0.94980222,237.632,0.0063346847,298507.03
2013-05-19,139,11.485,243.182,323.014,3.255,93.527,0.01,2.306,0.47405608,14.398538,372.49367,369.57,8.492,13.747,15.709,2.87124,53.0615,49.4557,15.5525,7.404,179.3038,0.51758632,0.94410083,510.75493,0.0068730768,303240.87
2013-05-20,140,7.778,106.95,342.267,0.881,93.566,1.01,1.767,0.32409241,5.5458976,352.81596,372.745,8.553,13.885,15.877,0.931208,68.2164,5.66984,9.219,6.753,90.855144,0.92326257,0.95070133,158.96829,0.0064605275,298483.96
2013-05-21,141,8.292,105.384,345.27,0.964,93.687,2.03,1.825,-9999,5.8077967,355.42792,374.088,8.26,14.256,16.172,1.09767,62.2891,17.748,11.1765,6.542,89.418287,0.77825284,0.94776776,169.03478,0.0066480256,299469.27
2013-05-22,142,4.801,64.424,331.286,0.388,93.932,1.02,3.264,-9999,3.3412098,336.79029,372.623,7.174,15.728,16.74,-1.51173,82.3634,-9.34925,6.21,3.5905,55.578499,1.1280471,0.95069432,82.457394,0.0054567123,292982.54
2013-05-23,143,2.905,115.809,324.42,0.395,93.473,7.085,2.293,-9999,6.483084,328.60679,371.868,5.944,18.167,20.356,-2.33847,84.2134,8.1535,4.8115,0.3005,105.13912,0.91172704,0.94698689,94.782435,0.0047599898,289335.25
