Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
US-KM1,KBS Marshall Farms Corn,USA,-85.3287,42.4376,288,GRA,20090101,20181231,3652,9.99863107460643
