Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
US-CMW,Charleston Mesquite Woodland,USA,-110.1777,31.6637,1199,DBF,20000101,20191231,7305,20.0
