Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
US-Fcr,Cascaden Ridge Fire Scar,USA,-148.9348,65.3968,265,OSH,20110101,20141231,1461,4.0
