Site ID,Site name,Country,Longitude,Latitude,Elevation,IGBP type,First day,Last day,Span days,Span years
US-KFS,Kansas Field Station,USA,-95.1907,39.0561,310,GRA,20070101,20191231,4748,12.9993155373032
